antecedents,consequents,support,confidence,lift
Organic Raspberries,Organic Strawberries,0.010526666666666667,0.2945620744333551,2.922242801918205
Total 0% Nonfat Greek Yogurt,Organic Blueberries,0.013796666666666667,0.17453824744876445,2.903325435798688
Organic Blueberries,Total 0% Nonfat Greek Yogurt,0.013796666666666667,0.22949819794843362,2.903325435798688
Organic Whole String Cheese,Organic Strawberries,0.010246666666666666,0.13637371900093162,2.8896818548014895
Organic Strawberries,Organic Whole String Cheese,0.010246666666666666,0.2171210622969346,2.8896818548014895
Organic Blueberries,Organic Strawberries,0.013796666666666667,0.10635454942570086,2.883800147117702
Organic Strawberries,Organic Blueberries,0.013796666666666667,0.37409616775126536,2.883800147117702
Organic Hass Avocado,Organic Raspberries,0.010313333333333334,0.13480894078689382,2.8780730313171183
Organic Raspberries,Organic Hass Avocado,0.010313333333333334,0.22018218047253063,2.8780730313171183
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.16741903827281648,2.8700406561054255
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.19497142857142855,2.870040656105425
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.17252363857005612,2.8499031755419213
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.18787511700897525,2.8499031755419213
Organic Hass Avocado,Organic Blueberries,0.013796666666666667,0.18034072589429653,2.8470356137604043
Organic Blueberries,Organic Hass Avocado,0.013796666666666667,0.21780771457138348,2.8470356137604043
Organic Blueberries,Organic Raspberries,0.013193333333333333,0.10170362566487653,2.84591807662186
Organic Raspberries,Organic Blueberries,0.013193333333333333,0.3691819792929764,2.84591807662186
Organic Raspberries,Total 0% Nonfat Greek Yogurt,0.010526666666666667,0.22473669228579563,2.8430887950467523
Total 0% Nonfat Greek Yogurt,Organic Raspberries,0.010526666666666667,0.13317027915998988,2.8430887950467523
Total 0% Nonfat Greek Yogurt,Organic Blueberries,0.01409,0.1782491355317534,2.8140157164408786
Organic Blueberries,Total 0% Nonfat Greek Yogurt,0.01409,0.22243856233226333,2.8140157164408786
Organic Whole String Cheese,100% Whole Wheat Bread,0.010136666666666667,0.15376447388380443,2.803704015385725
100% Whole Wheat Bread,Organic Whole String Cheese,0.010136666666666667,0.18482951437427825,2.8037040153857244
Organic Raspberries,Organic Strawberries,0.010313333333333334,0.10333656190508,2.8019675136952276
Organic Strawberries,Organic Raspberries,0.010313333333333334,0.279645697758496,2.8019675136952276
Organic Hass Avocado,Organic Whole String Cheese,0.010136666666666667,0.19016947032705897,2.799354322773194
Organic Whole String Cheese,Organic Hass Avocado,0.010136666666666667,0.14921491658488714,2.7993543227731936
Organic Blueberries,Organic Whole String Cheese,0.011493333333333333,0.18985738670778038,2.7947603538927437
Organic Whole String Cheese,Organic Blueberries,0.011493333333333333,0.1691854759568204,2.7947603538927437
Organic Blueberries,Organic Raspberries,0.013193333333333333,0.27719027943133273,2.77736494537256
Organic Raspberries,Organic Blueberries,0.013193333333333333,0.13219331351658262,2.7773649453725597
Organic Blueberries,Organic Raspberries,0.013833333333333333,0.09914946483180427,2.7744463622368514
Organic Raspberries,Organic Blueberries,0.013833333333333333,0.3870907564592855,2.774446362236851
Organic Whole String Cheese,Organic Hass Avocado,0.010243333333333333,0.3050426841373834,2.772107271332092
Organic Hass Avocado,Organic Whole String Cheese,0.010243333333333333,0.09308736217133164,2.7721072713320916
Organic Baby Spinach,Total 0% Nonfat Greek Yogurt,0.010066666666666666,0.2187137891077636,2.76689452358645
Total 0% Nonfat Greek Yogurt,Organic Baby Spinach,0.010066666666666666,0.127350931938939,2.76689452358645
Organic Blueberries,Organic Raspberries,0.013193333333333333,0.09456230886850152,2.7649797914766525
Organic Raspberries,Organic Blueberries,0.013193333333333333,0.3857699805068226,2.7649797914766525
Organic Raspberries,Organic Blackberries,0.01016,0.0949887808526552,2.7596972938017204
Organic Blackberries,Organic Raspberries,0.01016,0.295177222545032,2.75969729380172
100% Whole Wheat Bread,Organic Whole String Cheese,0.010246666666666666,0.18683522761806357,2.7502732230333207
Organic Whole String Cheese,100% Whole Wheat Bread,0.010246666666666666,0.15083415112855741,2.7502732230333207
Organic Strawberries,Organic Blueberries,0.013796666666666667,0.3824616521899834,2.7412675759029774
Organic Blueberries,Organic Strawberries,0.013796666666666667,0.09888665902140673,2.741267575902977
Organic Strawberries,Organic Blueberries,0.01409,0.38204989154013014,2.738316309777309
Organic Blueberries,Organic Strawberries,0.01409,0.10098910550458716,2.738316309777309
Unsalted Butter,Organic Whole String Cheese,0.01031,0.20567894666843994,2.7373978084615582
Organic Whole String Cheese,Unsalted Butter,0.01031,0.13721662747881636,2.737397808461558
Organic Hass Avocado,Organic Whole String Cheese,0.014156666666666666,0.18504640320683194,2.72394116594944
Organic Whole String Cheese,Organic Hass Avocado,0.014156666666666666,0.20839057899901864,2.7239411659494395
Organic Blueberries,Organic Raspberries,0.013193333333333333,0.29124356144223695,2.7229203575377428
Organic Raspberries,Organic Blueberries,0.013193333333333333,0.12334829219645974,2.7229203575377423
Organic Whole String Cheese,Organic Strawberries,0.01031,0.14093042329247735,2.721365022383059
Organic Strawberries,Organic Whole String Cheese,0.01031,0.19908599382080328,2.7213650223830586
Organic Raspberries,Organic Blueberries,0.016526666666666665,0.3528323370338742,2.7198833699967175
Organic Blueberries,Organic Raspberries,0.016526666666666665,0.12739933705064624,2.7198833699967175
Organic Raspberries,Organic Blueberries,0.013833333333333333,0.1293318374470207,2.71724569186261
Organic Blueberries,Organic Raspberries,0.013833333333333333,0.2906365992016247,2.7172456918626096
Organic Whole String Cheese,Total 0% Nonfat Greek Yogurt,0.014156666666666666,0.21474440006067655,2.716678755933329
Total 0% Nonfat Greek Yogurt,Organic Whole String Cheese,0.014156666666666666,0.17909251918697816,2.716678755933329
Organic Strawberries,Organic Baby Spinach,0.010066666666666666,0.09986772486772487,2.687023987472418
Organic Baby Spinach,Organic Strawberries,0.010066666666666666,0.27085201793721975,2.687023987472418
Organic Strawberries,Organic Blueberries,0.013796666666666667,0.06300039575025115,2.6839134798459736
Organic Blueberries,Organic Strawberries,0.013796666666666667,0.5877591593297359,2.683913479845973
Organic Strawberries,Organic Raspberries,0.010313333333333334,0.2858990944372575,2.672953388530829
Organic Raspberries,Organic Strawberries,0.010313333333333334,0.09642233856893544,2.672953388530829
Organic Whole String Cheese,Organic Strawberries,0.010386666666666667,0.13823699037309792,2.6693548604485953
Organic Strawberries,Organic Whole String Cheese,0.010386666666666667,0.20056642636457261,2.669354860448595
Organic Whole String Cheese,Sharp Cheddar Cheese,0.010243333333333333,0.30965336557839584,2.668735375147771
Sharp Cheddar Cheese,Organic Whole String Cheese,0.010243333333333333,0.08828176620988826,2.668735375147771
Organic Raspberries,Organic Strawberries,0.010526666666666667,0.09841685365245575,2.668569784502596
Organic Strawberries,Organic Raspberries,0.010526666666666667,0.28543022415039765,2.668569784502596
Total 0% Nonfat Greek Yogurt,Organic Whole String Cheese,0.014326666666666666,0.1812431475078013,2.6679560477105198
Organic Whole String Cheese,Total 0% Nonfat Greek Yogurt,0.014326666666666666,0.21089303238469087,2.6679560477105198
Organic Raspberries,Organic Blueberries,0.016526666666666665,0.3707747532156745,2.657502531649043
Organic Blueberries,Organic Raspberries,0.016526666666666665,0.11845374617737002,2.657502531649043
Organic Blueberries,Organic Strawberries,0.011373333333333333,0.5817561807331627,2.656501784224007
Organic Strawberries,Organic Blueberries,0.011373333333333333,0.051934609881579344,2.656501784224007
Organic Strawberries,Organic Whole String Cheese,0.014156666666666666,0.19937095108440522,2.653444182836678
Organic Whole String Cheese,Organic Strawberries,0.014156666666666666,0.18841222660928972,2.653444182836678
Sharp Cheddar Cheese,Organic Whole String Cheese,0.010326666666666666,0.08899997127179753,2.6503862796842625
Organic Whole String Cheese,Sharp Cheddar Cheese,0.010326666666666666,0.30752432003176494,2.650386279684262
Organic Raspberries,Organic Blueberries,0.017316666666666668,0.36969826359237123,2.649786866344404
Organic Blueberries,Organic Raspberries,0.017316666666666668,0.12411601681957186,2.6497868663444035
Organic Whole String Cheese,Organic Strawberries,0.01186,0.16211782931607968,2.6458137740628827
Organic Strawberries,Organic Whole String Cheese,0.01186,0.19355891633119357,2.645813774062882
Organic Blueberries,Organic Strawberries,0.0254,0.19580132075956522,2.639306085004923
Organic Strawberries,Organic Blueberries,0.0254,0.3423795830337886,2.639306085004923
Organic Strawberries,Organic Raspberries,0.010313333333333334,0.04709427988675455,2.638827785959351
Organic Raspberries,Organic Strawberries,0.010313333333333334,0.577885692939858,2.6388277859593505
Organic Whole String Cheese,Organic Strawberries,0.01186,0.157845703384943,2.6276960776584484
Organic Strawberries,Organic Whole String Cheese,0.01186,0.1974363242883303,2.6276960776584484
Organic Raspberries,Organic Blueberries,0.016526666666666665,0.1655923315854514,2.6142029929819195
Organic Blueberries,Organic Raspberries,0.016526666666666665,0.26090617270957217,2.6142029929819195
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.33869366686519753,2.6108924135868454
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.08767376724824627,2.6108924135868454
Organic Strawberries,Organic Hass Avocado,0.010343333333333333,0.19972966014418125,2.610731473280222
Organic Hass Avocado,Organic Strawberries,0.010343333333333333,0.13520108056293842,2.6107314732802216
Unsalted Butter,Total 0% Nonfat Greek Yogurt,0.010343333333333333,0.2063439287139247,2.6104064524828123
Total 0% Nonfat Greek Yogurt,Unsalted Butter,0.010343333333333333,0.13085097410812177,2.6104064524828123
Organic Strawberries,Organic Whole String Cheese,0.014156666666666666,0.19082494608195544,2.6084423303680064
Organic Whole String Cheese,Organic Strawberries,0.014156666666666666,0.19351164168223448,2.608442330368006
Unsalted Butter,Organic Whole String Cheese,0.01031,0.1716426193118757,2.603670212548046
Organic Whole String Cheese,Unsalted Butter,0.01031,0.15639379076705262,2.603670212548046
Unsalted Butter,Organic Whole String Cheese,0.01031,0.17668228036101907,2.600818651045423
Organic Whole String Cheese,Unsalted Butter,0.01031,0.1517664376840039,2.6008186510454228
Organic Strawberries,Organic Whole String Cheese,0.014156666666666666,0.14527107918590731,2.592120606421947
Organic Whole String Cheese,Organic Strawberries,0.014156666666666666,0.2526021530958187,2.5921206064219464
Organic Whole String Cheese,Organic Strawberries,0.014156666666666666,0.26106466683058765,2.589927250303449
Organic Strawberries,Organic Whole String Cheese,0.014156666666666666,0.14044312169312168,2.5899272503034485
Organic Whole String Cheese,Organic Strawberries,0.01192,0.15864424825872853,2.5891238427602308
Organic Strawberries,Organic Whole String Cheese,0.01192,0.19453813513219453,2.5891238427602303
Organic Strawberries,Organic Blueberries,0.013796666666666667,0.05888378313013046,2.572842257360783
Organic Blueberries,Organic Strawberries,0.013796666666666667,0.6028255170404894,2.572842257360783
Organic Baby Spinach,Organic Blueberries,0.015353333333333333,0.3335747392815759,2.5714320678488263
Organic Blueberries,Organic Baby Spinach,0.015353333333333333,0.11835444664285531,2.5714320678488263
Organic Raspberries,Organic Blueberries,0.016526666666666665,0.1545125903764647,2.5702122047651463
Organic Blueberries,Organic Raspberries,0.016526666666666665,0.27490989742168004,2.5702122047651463
Organic Whole String Cheese,Organic Strawberries,0.014326666666666666,0.19067477041834877,2.570202692555025
Organic Strawberries,Organic Whole String Cheese,0.014326666666666666,0.19311646297627605,2.5702026925550245
Organic Blueberries,Organic Strawberries,0.011516666666666666,0.08877868283783437,2.5648694964705614
Organic Strawberries,Organic Blueberries,0.011516666666666666,0.33272342064714944,2.5648694964705614
Organic Strawberries,Organic Blueberries,0.0254,0.3577128908083748,2.563882531596723
Organic Blueberries,Organic Strawberries,0.0254,0.18205275229357798,2.563882531596723
Organic Hass Avocado,Organic Whole String Cheese,0.01271,0.11550345328971284,2.5623778737642424
Organic Whole String Cheese,Organic Hass Avocado,0.01271,0.28196406122901724,2.5623778737642424
Organic Strawberries,Organic Blueberries,0.01409,0.060135721500618855,2.5618739633890453
Organic Blueberries,Organic Strawberries,0.01409,0.6002556092019313,2.5618739633890453
Organic Blueberries,Organic Strawberries,0.026503333333333334,0.18996081804281345,2.5605789635533807
Organic Strawberries,Organic Blueberries,0.026503333333333334,0.35725197699496763,2.56057896355338
Organic Raspberries,Organic Blueberries,0.017316666666666668,0.16189852904512592,2.55588900244897
Organic Blueberries,Organic Raspberries,0.017316666666666668,0.2733778877019418,2.55588900244897
Total 0% Nonfat Greek Yogurt,Organic Strawberries,0.010443333333333334,0.13211604959095893,2.5511595569829866
Organic Strawberries,Total 0% Nonfat Greek Yogurt,0.010443333333333334,0.20166065911431513,2.5511595569829866
Organic Whole String Cheese,Unsalted Butter,0.010386666666666667,0.15289499509322868,2.5454216719183465
Unsalted Butter,Organic Whole String Cheese,0.010386666666666667,0.17291897891231967,2.5454216719183465
Organic Raspberries,Organic Strawberries,0.01882,0.18857085601683313,2.541842954935745
Organic Strawberries,Organic Raspberries,0.01882,0.2536843997124371,2.541842954935745
Organic Strawberries,Organic Whole String Cheese,0.014326666666666666,0.14212962962962963,2.536066667988395
Organic Whole String Cheese,Organic Strawberries,0.014326666666666666,0.2556355201332302,2.5360666679883948
Organic Blueberries,Organic Strawberries,0.01149,0.08857311714674822,2.533555982458473
Organic Strawberries,Organic Blueberries,0.01149,0.3286613272311213,2.533555982458473
Organic Blueberries,Organic Blackberries,0.011303333333333334,0.0871341573091451,2.5314978881215895
Organic Blackberries,Organic Blueberries,0.011303333333333334,0.3283943443734263,2.5314978881215895
Organic Garlic,Green Bell Pepper,0.01013,0.12298664508296235,2.5298953322057534
Green Bell Pepper,Organic Garlic,0.01013,0.20837904552934722,2.5298953322057534
Organic Blueberries,Organic Raspberries,0.01494,0.11516817843101987,2.529500953898965
Organic Raspberries,Organic Blueberries,0.01494,0.32813529540962005,2.529500953898965
Organic Strawberries,Organic Blueberries,0.011373333333333333,0.048541065001209256,2.524236349516862
Organic Blueberries,Organic Strawberries,0.011373333333333333,0.5914369908129657,2.524236349516862
Organic Strawberries,Organic Hass Avocado,0.011823333333333333,0.19296050484169297,2.5222496384692557
Organic Hass Avocado,Organic Strawberries,0.011823333333333333,0.15454664284780617,2.522249638469255
Organic Strawberries,Organic Raspberries,0.010313333333333334,0.044017014980580735,2.521501717428723
Organic Raspberries,Organic Strawberries,0.010313333333333334,0.5907962573992744,2.5215017174287224
Organic Raspberries,Organic Hass Avocado,0.010313333333333334,0.44562869076767975,2.5185774049152037
Organic Hass Avocado,Organic Raspberries,0.010313333333333334,0.05828827640775419,2.5185774049152037
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.15136861718646022,2.5179143418873338
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.18918769060160798,2.5179143418873338
Organic Raspberries,Organic Strawberries,0.010526666666666667,0.5898393724318267,2.5174177594506837
Organic Strawberries,Organic Raspberries,0.010526666666666667,0.0449275156136632,2.5174177594506832
Organic Strawberries,Organic Blueberries,0.011493333333333333,0.04905322160731815,2.5091161947477314
Organic Blueberries,Organic Strawberries,0.011493333333333333,0.5878942881500425,2.509116194747731
Sharp Cheddar Cheese,Organic Whole String Cheese,0.01271,0.10954063604240284,2.5068419263651576
Organic Whole String Cheese,Sharp Cheddar Cheese,0.01271,0.2908688687161492,2.5068419263651576
Organic Strawberries,Organic Blueberries,0.01286,0.05872324880513866,2.493203317512256
Organic Blueberries,Organic Strawberries,0.01286,0.5459949051797339,2.4932033175122554
Total 0% Nonfat Greek Yogurt,Organic Strawberries,0.011823333333333333,0.1495740912541115,2.4899965249560765
Organic Strawberries,Total 0% Nonfat Greek Yogurt,0.011823333333333333,0.1968259253093613,2.489996524956076
Organic Hass Avocado,Organic Blueberries,0.013796666666666667,0.07797517002317214,2.489628672515075
Organic Blueberries,Organic Hass Avocado,0.013796666666666667,0.44050659855257557,2.4896286725150745
Unsalted Butter,Organic Strawberries,0.010343333333333333,0.24238400249960942,2.487265289888245
Organic Strawberries,Unsalted Butter,0.010343333333333333,0.10613990080383102,2.4872652898882444
Green Bell Pepper,Organic Garlic,0.01013,0.21177700348432058,2.485840090981148
Organic Garlic,Green Bell Pepper,0.01013,0.11890601768526489,2.4858400909811476
Organic Strawberries,Unsalted Butter,0.010343333333333333,0.10261243386243386,2.484963687336952
Unsalted Butter,Organic Strawberries,0.010343333333333333,0.2504843396835647,2.4849636873369514
Organic Raspberries,Organic Strawberries,0.01882,0.17595362752430815,2.477987431100012
Organic Strawberries,Organic Raspberries,0.01882,0.26504553563045724,2.4779874311000114
Organic Strawberries,Organic Blueberries,0.011516666666666666,0.34563825530212083,2.4773384124291917
Organic Blueberries,Organic Strawberries,0.011516666666666666,0.08254491590214066,2.4773384124291913
Organic Raspberries,Organic Blueberries,0.01494,0.14969439898466985,2.472788926567973
Organic Blueberries,Organic Raspberries,0.01494,0.24679257750123892,2.472788926567973
Sharp Cheddar Cheese,Organic Whole String Cheese,0.012923333333333334,0.11137924100089058,2.4708845892381257
Organic Whole String Cheese,Sharp Cheddar Cheese,0.012923333333333334,0.2866967388892997,2.4708845892381257
Organic Blueberries,Organic Strawberries,0.01193,0.08550745412844037,2.4703617332946943
Organic Strawberries,Organic Blueberries,0.01193,0.3446648690292758,2.4703617332946943
Organic Whole String Cheese,Organic Hass Avocado,0.018466666666666666,0.2718351324828263,2.4703301752346993
Organic Hass Avocado,Organic Whole String Cheese,0.018466666666666666,0.16781776323761055,2.470330175234699
Organic Red Bell Pepper,Green Bell Pepper,0.01377,0.12002789319231774,2.469032361334018
Green Bell Pepper,Organic Red Bell Pepper,0.01377,0.28325562260010967,2.469032361334018
Organic Hass Avocado,Organic Whole String Cheese,0.013416666666666667,0.1219253604749788,2.465629129928793
Organic Whole String Cheese,Organic Hass Avocado,0.013416666666666667,0.2713178294573643,2.4656291299287925
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.08151758409785932,2.4642558675290003
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.3438129786376461,2.464255867529
Organic Raspberries,Organic Strawberries,0.019543333333333333,0.18271628022936923,2.4629261353707212
Organic Strawberries,Organic Raspberries,0.019543333333333333,0.26343457943925236,2.4629261353707212
Total 0% Nonfat Greek Yogurt,Organic Strawberries,0.01192,0.1507969975541874,2.461054252325983
Organic Strawberries,Total 0% Nonfat Greek Yogurt,0.01192,0.19453813513219453,2.461054252325983
Organic Whole String Cheese,Organic Hass Avocado,0.012703333333333334,0.27059074126668564,2.459021640009866
Organic Hass Avocado,Organic Whole String Cheese,0.012703333333333334,0.11544286925966316,2.459021640009866
Organic Baby Spinach,Organic Blueberries,0.015353333333333333,0.3425808850873931,2.455424921784641
Organic Blueberries,Organic Baby Spinach,0.015353333333333333,0.11004396024464831,2.455424921784641
Organic Blueberries,Organic Whole String Cheese,0.011373333333333333,0.1795505972741146,2.4543299395012705
Organic Whole String Cheese,Organic Blueberries,0.011373333333333333,0.1554654394678088,2.45432993950127
Green Bell Pepper,Organic Garlic,0.010163333333333333,0.20906472846955568,2.454003386057857
Organic Garlic,Green Bell Pepper,0.010163333333333333,0.11929728460755928,2.454003386057857
Organic Blueberries,Organic Whole String Cheese,0.011493333333333333,0.08237767584097859,2.4531767671524296
Organic Whole String Cheese,Organic Blueberries,0.011493333333333333,0.342267222553107,2.4531767671524296
Organic Whole String Cheese,Organic Strawberries,0.014156666666666666,0.536101994445847,2.448028833963806
Organic Strawberries,Organic Whole String Cheese,0.014156666666666666,0.0646442814088709,2.448028833963806
Organic Whole String Cheese,Organic Strawberries,0.010243333333333333,0.05255956351446115,2.44614785205373
Organic Strawberries,Organic Whole String Cheese,0.010243333333333333,0.47672975488675146,2.44614785205373
Organic Baby Spinach,Organic Blueberries,0.0157,0.3411066048667439,2.444858119744437
Organic Blueberries,Organic Baby Spinach,0.0157,0.11252866972477063,2.444858119744437
Organic Blueberries,Organic Blackberries,0.011303333333333334,0.08101586391437308,2.4429348853464594
Organic Blackberries,Organic Blueberries,0.011303333333333334,0.34083827520353804,2.4429348853464594
Organic Blueberries,Organic Blackberries,0.011713333333333333,0.0839545107033639,2.4391200088135943
Organic Blackberries,Organic Blueberries,0.011713333333333333,0.34030602362967266,2.4391200088135943
Organic Strawberries,Organic Blueberries,0.01149,0.34004143237644274,2.4372235692118887
Organic Blueberries,Organic Strawberries,0.01149,0.08235378440366972,2.4372235692118887
Organic Blueberries,Organic Strawberries,0.0254,0.5336508158834652,2.4368358970598734
Organic Strawberries,Organic Blueberries,0.0254,0.11598526591372643,2.436835897059873
Organic Raspberries,Organic Blueberries,0.01494,0.33887796763949796,2.42888451576475
Organic Blueberries,Organic Raspberries,0.01494,0.10708142201834862,2.42888451576475
Organic Blueberries,Organic Hass Avocado,0.010373333333333333,0.26721621157478964,2.4283552487712616
Organic Hass Avocado,Organic Blueberries,0.010373333333333333,0.09426875075730037,2.4283552487712616
Organic Strawberries,Unsalted Butter,0.010443333333333334,0.10360449735449737,2.427851055018685
Unsalted Butter,Organic Strawberries,0.010443333333333334,0.24472738634588348,2.427851055018685
Unsalted Butter,Organic Strawberries,0.010343333333333333,0.17219755826859046,2.425090014110278
Organic Strawberries,Unsalted Butter,0.010343333333333333,0.145667073514224,2.425090014110278
Organic Strawberries,Organic Grape Tomatoes,0.011823333333333333,0.12132717632974176,2.4228285228597835
Organic Grape Tomatoes,Organic Strawberries,0.011823333333333333,0.23610463955268587,2.4228285228597835
Organic Strawberries,Organic Whole String Cheese,0.010243333333333333,0.04677463545313403,2.420629745720236
Organic Whole String Cheese,Organic Strawberries,0.010243333333333333,0.5301017767810936,2.420629745720236
Organic Strawberries,Organic Blueberries,0.011783333333333333,0.3370518688024409,2.4157960779991465
Organic Blueberries,Organic Strawberries,0.011783333333333333,0.08445623088685014,2.415796077999146
Organic Whole String Cheese,Organic Blueberries,0.011493333333333333,0.1529657069340313,2.4148667094779452
Organic Blueberries,Organic Whole String Cheese,0.011493333333333333,0.18144503499447454,2.414866709477945
Sharp Cheddar Cheese,Organic Whole String Cheese,0.018466666666666666,0.15915424171909565,2.414232316111073
Organic Whole String Cheese,Sharp Cheddar Cheese,0.018466666666666666,0.2801233756383678,2.414232316111073
Organic Hass Avocado,Sharp Cheddar Cheese,0.013416666666666667,0.28003896194253114,2.413504799987341
Sharp Cheddar Cheese,Organic Hass Avocado,0.013416666666666667,0.1156310149673935,2.413504799987341
Organic Blueberries,Organic Strawberries,0.01198,0.5282963398500661,2.4123854905022957
Organic Strawberries,Organic Blueberries,0.01198,0.05470486163962373,2.4123854905022957
Organic Blueberries,Organic Raspberries,0.01532,0.10980504587155963,2.411707574600475
Organic Raspberries,Organic Blueberries,0.01532,0.3364814408082583,2.411707574600475
Organic Raspberries,Total 0% Nonfat Greek Yogurt,0.010313333333333334,0.45647683682502216,2.4112239153344834
Total 0% Nonfat Greek Yogurt,Organic Raspberries,0.010313333333333334,0.054477585660457094,2.4112239153344834
